Word	[ (Document1, Count1), ... ]
succeeded	(22, 2) (19, 1) (10, 1) (2, 2) (21, 1) (24, 1) (15, 1) 
succeeding	(8, 1) (2, 1) 
success	(15, 1) (17, 2) (19, 1) (22, 6) (25, 1) (8, 3) (27, 4) (23, 1) (26, 2) (24, 2) (10, 6) (28, 1) (21, 1) (11, 1) 
successa	(19, 1) 
successes	(2, 1) (22, 1) (21, 3) 
successesalliance	(2, 1) 
successful	(2, 4) (21, 6) (11, 2) (12, 2) (13, 2) (9, 1) (30, 1) (17, 3) (15, 1) (22, 9) (25, 5) (5, 2) (8, 2) (28, 2) (26, 5) (23, 2) (10, 5) (24, 1) 
successfulfrance	(25, 1) 
successfully	(25, 1) (21, 1) (12, 2) (19, 1) (14, 1) (13, 2) (24, 2) (15, 1) (27, 4) (22, 5) (23, 1) (8, 1) (28, 1) 
succession	(21, 1) (25, 1) (24, 1) (22, 2) 
successionin	(25, 1) 
successive	(24, 1) 
successoperation	(22, 1) 
successor	(21, 1) (17, 1) (27, 1) 
successors	(2, 1) (17, 1) (24, 1) 
success—they	(17, 1) 
succinctly	(21, 1) 
succumbed	(19, 1) 
such	(19, 2) (21, 14) (27, 27) (22, 22) (7, 5) (18, 3) (29, 14) (17, 8) (28, 14) (30, 9) (14, 2) (12, 17) (9, 5) (3, 2) (24, 15) (8, 9) (13, 17) (6, 6) (10, 5) (15, 8) (20, 5) (2, 9) (25, 4) (4, 3) (5, 4) (23, 8) (26, 33) 
sucking	(26, 1) 
sudan	(15, 1) 
sudanese	(15, 1) 
sudden	(26, 1) (2, 1) 
suddenly	(17, 1) (23, 1) 
sudeten	(2, 5) 
sudetenland	(2, 3) 
suez	(2, 1) (27, 1) (22, 3) (10, 1) (8, 3) (5, 1) 
suffered	(2, 6) (19, 3) (21, 3) (8, 5) (22, 1) (10, 1) (25, 1) 
suffering	(19, 1) (2, 1) (27, 1) (23, 1) (28, 2) (15, 1) (8, 1) 
sufficient	(8, 2) (12, 1) (21, 1) (24, 1) (13, 1) (22, 2) (10, 1) 
sufficiently	(2, 1) (27, 1) 
suffocating	(21, 1) 
suffrage	(20, 1) 
sugar	(26, 1) 
sugars	(26, 1) 
suggest	(26, 3) (17, 1) (21, 1) 
suggested	(2, 3) (10, 1) (23, 1) (17, 3) (3, 1) (26, 5) 
suggestion	(23, 1) 
suggestions	(22, 1) (17, 1) 
suggests	(17, 2) (21, 1) (18, 1) (26, 1) 
sui	(23, 1) 
suicidal	(26, 2) 
suicide	(2, 6) (23, 1) (27, 1) 
suicidein	(2, 1) 
suit	(21, 1) 
suitable	(2, 1) (8, 1) (26, 2) (27, 3) (22, 2) 
suite	(27, 1) 
suited	(27, 1) (2, 2) (29, 1) (24, 1) (4, 1) 
suitedecoy	(28, 1) 
suites	(27, 1) 
suits	(26, 1) 
suiyang	(23, 8) 
suiyangin	(23, 1) 
sukarno	(10, 1) 
sukchon	(10, 1) 
sukhoi	(12, 2) (13, 2) 
sukoon	(15, 1) 
sulayman	(26, 2) 
sullivan	(19, 1) 
sumatra	(10, 2) (24, 1) 
summarised	(19, 1) 
summarized	(17, 1) 
summarizes	(17, 1) 
summer	(17, 1) (19, 4) (23, 3) (21, 2) (26, 3) (2, 2) (27, 1) (22, 1) 
summit	(2, 1) 
sumter	(21, 6) (22, 1) 
sumterthe	(21, 1) 
sun	(25, 1) (17, 4) (26, 1) (23, 1) (6, 1) (24, 1) 
sunchon	(10, 1) 
sundaram	(17, 2) 
sundararajaraja	(24, 1) 
sunday	(12, 1) (13, 1) 
sunderlands	(15, 1) 
sungari	(28, 1) 
sunk	(28, 3) (21, 1) (8, 2) 
sunken	(21, 1) 
suns	(17, 2) 
sunset	(19, 1) (26, 1) 
sunthey	(26, 1) 
super	(26, 1) (15, 1) (5, 1) 
super-intelligence	(26, 1) 
super-nettles	(26, 1) 
superb	(22, 1) 
supercarrier	(13, 1) (12, 1) 
supercarriers	(12, 5) (9, 1) (13, 5) 
supercolonies	(26, 1) 
supercoloniesthe	(26, 1) 
superconductivity	(17, 1) 
superconstellations	(15, 1) 
supercontinent	(26, 1) 
superfluousin	(17, 1) 
superfortress	(7, 1) 
superintendent	(21, 1) 
superior	(21, 1) (8, 1) (2, 2) (12, 2) (10, 1) (13, 2) (9, 1) (22, 2) (27, 1) 
superiority	(12, 3) (21, 2) (2, 1) (8, 38) (10, 1) (13, 3) 
superiors	(2, 2) 
supermarine	(8, 1) 
supernaturally	(23, 1) 
superorganisms	(26, 1) 
superseded	(27, 2) (30, 1) 
supersonic	(28, 1) (8, 1) 
superstitions	(17, 1) 
superstructure	(13, 4) (12, 4) 
supervise	(19, 1) 
supervised	(24, 1) 
supervision	(20, 1) 
supplant	(17, 1) 
supplanted	(27, 1) 
supplanting	(27, 1) 
supplement	(8, 1) (11, 1) 
supplemented	(27, 1) (17, 1) (22, 1) 
supplied	(22, 1) (27, 3) (11, 3) (8, 3) (23, 1) 
suppliers	(25, 1) 
supplies	(23, 3) (11, 4) (13, 2) (15, 9) (22, 6) (8, 2) (12, 2) (21, 9) (14, 7) (5, 3) (24, 5) (19, 6) (4, 1) (2, 2) (10, 2) 
suppliesfort	(21, 1) 
supply	(21, 3) (13, 1) (11, 2) (27, 1) (14, 2) (15, 3) (26, 1) (12, 1) (22, 1) (2, 1) (17, 1) (19, 3) 
supplying	(21, 1) 
supplysurdam	(21, 1) 
support	(21, 16) (19, 19) (12, 7) (23, 3) (30, 2) (25, 2) (13, 7) (10, 8) (26, 1) (27, 1) (15, 1) (8, 6) (17, 3) (22, 17) (7, 5) (24, 1) (5, 11) (2, 15) (4, 2) 
supported	(25, 1) (21, 7) (19, 6) (23, 2) (20, 1) (2, 1) (8, 1) (22, 1) (17, 4) (5, 2) (24, 1) 
supporter	(19, 1) (10, 1) 
supporters	(21, 1) (2, 3) (20, 1) (18, 1) 
supporting	(10, 2) (12, 2) (24, 1) (13, 2) (21, 1) (5, 1) (22, 1) 
supportive	(19, 1) (5, 1) 
supportone	(2, 1) 
supportthe	(7, 1) 
supposed	(25, 1) (12, 1) (13, 1) 
suppress	(27, 2) (2, 1) (28, 1) 
suppressed	(24, 1) (2, 1) (20, 1) (19, 1) (21, 1) 
suppressing	(21, 1) (30, 1) 
suppression	(26, 1) (27, 1) 
suppressionisrael	(27, 1) 
supremacy	(28, 1) (21, 1) (8, 18) 
supremacy1982	(8, 1) 
supremacydisruption	(8, 1) 
supremacygun	(27, 1) 
supremacythe	(8, 1) 
supremacyvictory	(8, 1) 
supreme	(21, 1) (19, 1) (20, 2) (2, 2) 
sur	(20, 1) 
sure	(5, 1) (21, 1) (17, 1) 
surely	(24, 2) 
surf	(22, 1) 
surface	(27, 2) (4, 1) (15, 1) (13, 2) (28, 3) (17, 1) (8, 5) (12, 2) (2, 1) (26, 4) (9, 1) 
surface-to-air	(9, 1) (4, 1) (27, 11) (15, 1) (7, 1) (28, 1) (8, 1) 
surface-to-surface	(4, 1) (28, 1) 
surfaced	(2, 1) 
surfaces	(26, 1) 
surge	(25, 1) 
surged	(23, 1) 
surgeon	(21, 1) 
surgeons	(26, 1) 
surgery	(17, 1) 
surgical	(10, 1) (26, 1) 
surgically	(17, 1) 
surname	(23, 2) (2, 2) 
surnamed	(23, 2) 
surnames	(23, 1) 
surpass	(24, 1) 
surpassed	(24, 1) (25, 2) 
surplus	(24, 1) (21, 1) (8, 2) 
surprise	(8, 1) (21, 1) (22, 5) (13, 1) (30, 1) (24, 1) (25, 1) (15, 1) (17, 1) (12, 1) (10, 1) (19, 1) 
surpriseamong	(22, 1) 
surprise—a	(22, 1) 
surprising	(8, 1) (2, 1) 
surprisingly	(8, 1) 
surrender	(8, 3) (22, 1) (21, 13) (24, 6) (2, 3) 
surrenderafter	(21, 1) 
surrendered	(21, 9) (2, 2) (22, 1) (23, 1) (17, 1) (20, 2) 
surrenderedthe	(21, 1) (15, 1) 
surrendering	(21, 3) (10, 1) (24, 1) 
surrenders	(21, 3) 
surrenderthe	(15, 1) 
surrounded	(22, 1) (2, 1) (11, 1) (21, 2) (24, 1) (10, 1) 
surrounding	(10, 2) (26, 2) (22, 1) (15, 1) (20, 1) (24, 1) (21, 1) (23, 1) 
surveillance	(9, 4) (27, 1) (4, 2) 
surveyed	(18, 1) 
survivability	(4, 1) 
survival	(2, 1) (26, 3) 
survive	(26, 6) (2, 1) 
survived	(2, 1) (23, 1) (30, 1) (20, 1) 
surviving	(23, 1) (10, 1) (22, 2) (26, 2) (21, 1) 
survivors	(8, 1) 
susan	(5, 1) 
susceptible	(22, 1) (19, 1) (27, 1) 
suspected	(27, 1) (21, 1) (2, 1) 
suspend	(21, 1) 
suspended	(2, 1) (15, 1) 
suspending	(21, 1) 
suspicion	(20, 1) (19, 2) 
suspicious	(19, 1) 
sustain	(22, 2) (13, 1) (12, 1) 
sustained	(19, 1) (8, 1) 
suttonlanding	(22, 1) 
sutures	(26, 1) 
suvla	(22, 1) 
suzong	(23, 8) 
suzongs	(23, 2) 
sv	(27, 1) 
swamped	(2, 1) 
swamps	(26, 1) 
swansea	(22, 1) 
swapo	(10, 1) 
swarming	(26, 2) 
swastika	(2, 2) 
swathes	(23, 1) 
swear	(23, 1) 
sweden	(9, 1) (27, 1) (30, 1) 
sweden31st	(5, 1) 
swedish	(9, 1) (25, 1) (12, 1) (27, 2) (13, 1) (17, 1) (28, 1) (7, 1) (26, 1) (29, 1) 
sweep	(22, 1) (8, 1) 
sweet	(26, 1) 
sweetmeat-like	(26, 1) 
swell	(21, 1) 
swept	(10, 1) (8, 1) 
swept-wing	(8, 1) 
swift	(2, 1) 
swiftly	(22, 1) 
swiftness	(21, 1) 
swim	(26, 1) 
swing	(21, 1) (10, 3) 
swiss	(22, 1) (17, 9) (27, 1) (20, 1) 
switched	(8, 1) 
switching	(26, 1) 
switzerland	(20, 2) (30, 1) (27, 1) (17, 6) 
switzerlandthe	(17, 1) 
swivel	(9, 1) 
swod-9	(28, 1) 
sword	(10, 2) (23, 2) (22, 1) (21, 1) (24, 18) (19, 2) 
swordfish	(22, 1) 
swords	(24, 14) 
swordsgermanichistorical	(24, 1) 
sworn	(2, 1) (21, 3) 
swung	(27, 1) 
sycamore	(5, 1) 
syfretthe	(22, 1) 
symbionts	(26, 1) 
symbiosis	(26, 1) 
symbiotic	(26, 2) 
symbol	(12, 1) (13, 1) (21, 1) 
symbolically	(21, 1) 
symbols	(13, 1) (12, 1) 
symbolsseveral	(12, 1) (13, 1) 
symmetry	(17, 1) 
sympathetic	(17, 1) (21, 1) 
sympathies	(20, 1) 
sympathiser	(25, 1) 
sympathizer	(21, 1) 
sympathizers	(21, 1) 
sympathy	(21, 1) (17, 1) 
synapomorphic	(26, 1) 
synchronisation	(10, 1) (8, 1) 
synchronisation-gun-armed	(8, 1) 
synchronising	(26, 1) 
synchronization	(17, 1) 
synchronous	(23, 1) 
syndrome	(2, 1) 
synod	(20, 1) 
synonym	(9, 1) 
synonymous	(17, 2) 
synthetic	(17, 1) 
syphilis	(2, 1) 
syracuse	(10, 1) 
syria	(24, 1) (27, 1) (8, 5) (15, 1) 
syria14th	(5, 1) 
syrian	(8, 8) (27, 1) (28, 2) 
system	(28, 6) (27, 35) (10, 1) (17, 4) (22, 2) (25, 2) (8, 1) (13, 6) (4, 3) (29, 10) (14, 6) (24, 2) (15, 1) (9, 22) (26, 3) (21, 3) (23, 5) (20, 1) (12, 6) 
systematic	(2, 3) (24, 1) 
systematically	(17, 1) (4, 1) (21, 1) 
systematics	(26, 1) 
systemegyptcurrentegypt	(12, 1) (13, 1) 
systemforce	(27, 1) 
systemjiedushithree	(23, 1) 
systems	(13, 9) (12, 9) (28, 9) (26, 3) (8, 3) (29, 9) (27, 63) (4, 2) (15, 1) (9, 11) (7, 1) 
systemsalthough	(27, 1) 
systemsas	(27, 1) 
systemsearlier	(29, 1) 
systemsecond	(29, 1) 
systemsfourth	(29, 1) 
systemsfuturethe	(13, 1) (12, 1) 
systemslist	(29, 1) 
systemsmany	(9, 1) 
systemsnotes==	(30, 1) 
systemson	(12, 1) (13, 1) (9, 1) 
systemsrecent	(28, 1) 
systemssecond	(27, 1) 
systemsthe	(9, 1) 
systemthe	(27, 1) (22, 1) 
systemus	(5, 1) 
system—in	(9, 1) 
szilárd	(17, 6) 
são	(15, 1) 
sélestat	(20, 1) 
sétif	(5, 1) 
sản	(15, 2) 
t	(9, 1) (10, 1) (26, 1) (30, 1) (21, 3) 
t-12	(30, 2) 
t-12anti-tank	(30, 1) 
t-34	(30, 1) 
t-34s	(30, 1) 
t-72	(29, 2) 
t/km	(22, 1) 
t4leadership	(2, 1) 
t9	(27, 1) 
table	(2, 1) (24, 1) (17, 1) 
tabulated	(28, 1) 
tachymetric	(27, 2) 
tachymetry	(27, 1) 
tacit	(2, 1) 
tactic	(15, 1) (8, 3) (10, 2) (24, 1) (30, 2) 
tactical	(8, 7) (2, 1) (27, 4) (15, 6) (12, 1) (9, 1) (24, 3) (22, 8) (13, 1) (7, 2) (4, 2) (10, 1) (5, 1) (6, 3) 
tactically	(12, 1) (13, 1) (22, 1) 
tacticfireforce	(10, 1) 
tactician	(21, 1) 
tactics	(21, 3) (6, 1) (8, 1) (25, 1) (27, 2) (10, 1) (24, 13) (5, 4) (22, 4) (7, 1) 
tacticsspecial	(7, 1) 
tacticsstinger	(27, 1) 
tacticsstrategic	(4, 1) 
tacticsthe	(21, 1) 
tactile	(26, 1) 
tadigaipadi	(24, 1) 
tagaytay	(10, 1) 
tagmata	(26, 1) 
tai	(12, 1) (13, 1) 
tail	(6, 4) 
tailhook	(13, 3) (12, 3) 
tailslidesplit	(6, 1) 
taishang	(23, 1) 
taiwanroc	(5, 1) 
taiwanthe	(9, 1) 
taiyuan	(23, 3) 
tajik	(15, 1) 
tajikistan	(15, 1) 
tak	(30, 1) 
takachiho	(10, 1) 
take	(23, 4) (12, 9) (25, 2) (20, 1) (16, 1) (21, 4) (2, 3) (29, 1) (8, 1) (24, 1) (22, 3) (13, 9) (27, 1) (17, 2) (26, 5) (19, 5) 
take-off	(15, 1) (12, 15) (5, 1) (13, 15) 
take-offs	(13, 1) (12, 1) 
taken	(12, 1) (19, 4) (10, 3) (23, 4) (2, 1) (20, 3) (28, 2) (6, 1) (13, 1) (26, 4) (8, 3) (9, 1) (22, 4) (24, 1) (17, 3) (27, 3) 
takenthe	(19, 1) 
takeoff	(12, 2) (13, 2) 
takeoffs	(13, 1) (12, 1) 
takeoffwith	(10, 1) 
takes	(26, 3) (1, 1) 
taking	(12, 2) (27, 2) (25, 1) (2, 2) (23, 2) (21, 2) (17, 1) (13, 2) (8, 1) (5, 1) (7, 1) (22, 2) 
takshashila	(24, 1) 
talas	(23, 1) 
tale	(23, 1) 
tales	(24, 1) 
taliban	(15, 1) (27, 1) (10, 1) 
talk	(2, 1) (22, 1) (17, 1) 
talks	(1, 1) (2, 1) 
tall	(22, 1) 
tallahassee	(21, 1) 
tallinn	(19, 1) 
tally	(21, 1) 
talmud	(17, 1) 
talwar	(24, 1) 
talwar-class	(9, 1) 
taman	(11, 1) 
tambov	(20, 1) 
tamed	(21, 1) 
tamerlane	(1, 1) 
tampico	(22, 1) 
tandem	(29, 1) (26, 1) 
tandem-charge	(29, 1) 
taney	(21, 1) 
taneys	(21, 1) 
tang	(23, 103) (24, 1) 
tanga	(22, 1) 
tangail	(10, 1) 
tangby	(23, 1) 
tangs	(23, 4) 
tangthe	(23, 1) 
tank	(22, 13) (15, 1) (10, 1) (29, 6) (27, 1) (30, 16) 
tankabwehrkanone	(30, 1) 
tanker	(28, 2) 
tankers	(22, 1) (4, 1) 
tankfree-fall	(14, 1) 
tanks	(14, 1) (22, 13) (30, 21) (24, 3) (28, 1) (27, 1) (29, 2) (15, 2) (10, 2) (5, 1) (8, 1) 
tanksafter	(27, 1) 
tanksother	(29, 1) 
tankssouthern	(5, 1) 
tantamount	(21, 1) 
tap	(26, 1) 
tapeworm	(26, 1) 
tapping	(26, 1) 
tarakchiev	(3, 1) 
taranto	(12, 1) (13, 1) 
tarawa	(13, 1) (22, 1) (12, 1) 
target	(24, 1) (30, 1) (19, 1) (22, 1) (21, 2) (27, 35) (6, 1) (28, 4) (29, 7) (10, 6) (9, 1) 
target-acquisition	(28, 1) 
targetanti-aircraft	(28, 1) 
targeted	(28, 2) (17, 1) (8, 1) (2, 2) 
targeting	(2, 1) (28, 1) (13, 1) (14, 1) (4, 1) (12, 1) (8, 1) (9, 1) (27, 1) 
targets	(27, 32) (4, 6) (3, 1) (30, 2) (9, 8) (8, 2) (10, 2) (29, 2) 
targetsduring	(28, 1) 
targetthe	(27, 1) 
tariff	(21, 4) 
tariffnationalism	(21, 1) 
tariffs	(21, 2) 
tarim	(23, 1) 
tashkent	(19, 1) 
task	(21, 1) (5, 1) (28, 4) (24, 1) (4, 1) (27, 1) (10, 4) (22, 4) (26, 1) (9, 1) 
task-specialization	(26, 1) 
task-trained	(22, 1) 
tasked	(13, 1) (12, 1) (8, 2) 
tasks	(5, 1) (12, 1) (26, 2) (13, 1) (10, 1) 
tasteless	(17, 1) 
tatsinskaya	(8, 1) 
taught	(17, 1) (24, 1) (20, 1) 
tavern	(21, 1) 
tax	(21, 1) 
taxa	(26, 1) 
taxation	(25, 1) (23, 2) 
taxiways	(27, 1) 
taxonomic	(26, 1) 
taxpaying	(23, 1) 
taylor	(22, 1) (21, 2) (10, 1) 
tbh	(10, 1) 
tbilisi	(13, 1) (12, 1) 
tbm	(9, 1) 
tbm-3w	(9, 1) 
tbm-3ws	(9, 1) 
tcg	(12, 3) (13, 3) 
tchaikovskyon	(19, 1) 
tea	(26, 1) 
teach	(17, 1) 
teacher	(17, 1) 
teachers	(17, 1) 
teachersalois	(2, 1) 
teaching	(17, 10) (26, 1) 
team	(17, 1) (29, 1) (27, 1) (5, 1) (10, 11) 
team2nd	(5, 1) 
team3rd	(5, 1) 
teams	(5, 1) (10, 2) (27, 1) (22, 2) 
teams/regimental	(5, 1) 
tears	(2, 1) 
tech	(9, 1) 
teche	(21, 1) 
technical	(29, 1) (8, 2) (13, 1) (17, 2) (9, 1) (2, 1) (19, 1) (12, 1) (27, 1) 
technically	(27, 1) (13, 1) (21, 1) (20, 1) (12, 1) 
technicians	(28, 1) 
technique	(22, 1) 
techniques	(22, 1) (5, 3) (26, 2) (24, 4) 
technische	(17, 1) 
technological	(18, 1) (21, 2) (7, 1) 
technologies	(27, 2) (5, 1) (24, 2) (10, 1) (15, 1) 
technology	(27, 4) (12, 1) (8, 3) (17, 6) (13, 1) (28, 1) (4, 2) (9, 1) (1, 1) (24, 8) (6, 1) (21, 2) 
technologyemphasis	(29, 1) 
technologyobserved	(26, 1) 
tecumseh	(21, 3) 
teen	(8, 1) 
teenage	(21, 1) 
teenager	(17, 1) (23, 1) 
teething	(27, 1) 
tegen	(25, 1) 
teishin	(8, 1) (10, 3) 
tejas	(12, 1) (13, 1) 
telegram	(2, 1) 
telegraph	(21, 2) (22, 1) 
telescopes	(27, 1) 
television	(21, 1) (23, 1) (17, 1) 
tell	(17, 1) (2, 1) (24, 1) 
teller	(17, 1) 
tells	(17, 2) 
telnyashka	(10, 1) 
temnothorax	(26, 5) 
temperament	(17, 2) 
temperate	(26, 1) 
temperature	(26, 2) 
temperatures	(26, 1) (17, 1) 
temple	(24, 1) 
temples	(23, 1) 
temporal	(26, 1) 
temporally	(24, 1) 
temporarily	(26, 1) (2, 2) (13, 1) (12, 1) (19, 1) 
temporary	(17, 2) (2, 2) (26, 2) (28, 1) (22, 1) 
tempus	(10, 2) 
temrad	(10, 1) 
ten	(10, 3) (22, 3) (24, 1) (23, 4) (21, 1) (2, 1) (17, 1) (12, 2) (26, 2) (13, 2) (20, 1) (5, 1) 
ten-foot-long	(23, 1) 
ten-month	(21, 1) 
tenacious	(21, 1) 
tend	(27, 1) (18, 1) (26, 5) 
tended	(27, 1) (24, 2) (25, 1) (20, 1) (4, 1) 
tender	(21, 1) (22, 1) (27, 1) (12, 2) (13, 2) 
tendered	(2, 1) (17, 1) 
tendersescort	(12, 1) (13, 1) 
tends	(13, 1) (12, 1) 
tenfold	(22, 1) 
tennessee	(21, 21) 
tennesseein	(21, 1) 
tennesseethe	(21, 2) 
tens	(21, 2) (24, 1) (29, 1) 
tension	(19, 1) 
tensions	(19, 1) (21, 2) (25, 1) 
tensionsenglandtudorin	(25, 1) 
tensor	(17, 3) 
tentative	(5, 1) (12, 1) (13, 1) 
tenth	(22, 1) 
terceras	(22, 1) 
tergite	(26, 1) 
tergosternal	(26, 2) 
term	(22, 1) (5, 2) (4, 1) (15, 1) (13, 1) (7, 1) (17, 2) (16, 3) (12, 1) (18, 3) (28, 1) (21, 2) (27, 7) (23, 1) (20, 1) 
termed	(26, 3) (3, 1) (29, 1) (13, 2) (12, 2) (6, 1) (9, 1) 
terminal	(7, 1) (28, 1) 
terminate	(26, 1) 
terminated	(2, 1) 
termites	(26, 4) 
termitopone	(26, 1) 
terms	(20, 2) (17, 7) (29, 1) (24, 1) (8, 2) (13, 1) (6, 1) (12, 1) (27, 3) 
termsinternational	(26, 1) 
terracotta	(24, 1) 
terrain	(24, 4) (5, 3) (22, 1) (23, 1) (8, 1) 
terrible	(17, 1) (2, 1) 
territoire	(20, 1) 
territoire-de-belfortthe	(20, 1) 
territorial	(20, 7) (24, 1) (27, 1) (23, 2) (12, 1) (22, 1) (13, 1) (21, 5) 
territorially	(20, 1) 
territories	(20, 1) (21, 11) (24, 6) (2, 5) (26, 1) (22, 1) (23, 4) 
territoriessectionalismsectionalism	(21, 1) 
territory	(21, 22) (23, 6) (24, 3) (10, 1) (19, 5) (20, 25) (8, 2) (11, 1) (5, 1) (22, 1) (7, 1) (27, 2) (25, 1) (2, 1) (1, 1) 
territoryand	(19, 1) 
territoryby	(13, 1) (12, 1) 
territoryon	(20, 1) 
territorys	(20, 1) 
territorythe	(24, 1) 
terror	(17, 1) 
terrorists	(4, 1) 
terrorize	(8, 1) 
terrorized	(21, 1) 
terrorizing	(23, 1) 
test	(12, 1) (10, 1) (17, 2) (13, 1) (19, 1) (26, 1) (27, 1) 
testament	(2, 2) 
testbednetrain	(9, 1) 
tested	(9, 1) (8, 1) (29, 1) (27, 2) (26, 1) (22, 1) (17, 1) 
testified	(2, 1) 
testify	(2, 1) (17, 1) 
testimony	(2, 1) 
testimonythe	(2, 1) 
testin	(17, 1) 
testing	(9, 1) (12, 1) (22, 1) (27, 1) (30, 1) (29, 1) (13, 1) 
tests	(13, 1) (9, 1) (27, 1) (12, 1) (22, 1) (5, 3) 
testudos	(24, 1) 
tethered	(27, 1) 
tetherscables	(27, 1) 
tetrarch	(10, 1) 
teutoburg	(24, 1) 
texas	(27, 1) (4, 2) (21, 8) (7, 1) (16, 1) 
texason	(21, 1) 
texasuss	(13, 1) (12, 1) 
texas—also	(21, 1) 
texas—was	(21, 1) 
text	(25, 1) 
textbook	(27, 1) (17, 2) 
texts	(24, 1) (26, 1) 
textsborror	(26, 1) 
thai	(26, 3) (5, 1) 
thailand	(12, 3) (26, 2) (13, 3) 
thailand1st	(5, 1) 
thames	(27, 1) (25, 1) (24, 1) 
than	(24, 10) (27, 5) (13, 9) (4, 2) (8, 6) (2, 9) (17, 19) (28, 1) (23, 1) (5, 4) (20, 2) (11, 1) (3, 1) (15, 2) (25, 5) (26, 9) (16, 1) (29, 6) (7, 2) (10, 9) (22, 9) (9, 5) (12, 9) (19, 4) (18, 3) (6, 2) (21, 28) (30, 9) 
than?]	(1, 1) 
thanjavur	(24, 1) 
thanks	(21, 1) (10, 1) (22, 1) 
that	(22, 48) (1, 5) (30, 4) (17, 194) (13, 40) (27, 55) (2, 107) (4, 2) (8, 27) (3, 3) (28, 14) (14, 7) (20, 27) (23, 32) (5, 20) (10, 27) (24, 56) (26, 86) (15, 7) (25, 11) (7, 8) (16, 7) (29, 12) (21, 180) (6, 7) (12, 40) (9, 15) (18, 10) (19, 35) 
thatthe	(21, 1) 
thayer	(22, 1) 
the	(22, 822) (21, 1584) (23, 475) (2, 896) (30, 121) (1, 28) (27, 788) (17, 806) (13, 495) (20, 556) (8, 436) (11, 35) (4, 39) (14, 69) (3, 18) (28, 160) (19, 823) (7, 131) (24, 830) (5, 253) (10, 703) (25, 352) (26, 562) (15, 171) (18, 54) (9, 182) (16, 54) (29, 106) (12, 495) (6, 94) 
theater	(22, 1) (21, 13) (8, 6) (10, 1) (15, 3) 
theaterbackgroundthe	(21, 2) 
theaterin	(10, 1) 
theaterscold	(8, 1) 
theaterthe	(10, 1) (21, 3) 
theatre	(15, 1) (27, 1) (2, 2) (22, 3) (10, 1) (7, 1) (28, 1) (19, 1) (5, 1) (8, 2) 
theatres	(27, 1) (4, 1) (10, 1) (19, 1) 
their	(19, 27) (27, 37) (15, 4) (6, 2) (23, 24) (3, 2) (21, 38) (1, 1) (30, 18) (8, 25) (20, 14) (17, 35) (13, 21) (2, 24) (14, 2) (10, 34) (5, 8) (28, 7) (12, 21) (22, 30) (7, 4) (24, 39) (25, 13) (4, 3) (29, 4) (26, 94) (18, 4) (16, 6) (9, 10) 
theirseinstein	(17, 1) 
thelytokous	(26, 2) 
them	(26, 27) (9, 3) (21, 14) (15, 5) (19, 7) (27, 15) (6, 2) (23, 11) (2, 8) (8, 6) (30, 5) (13, 7) (20, 3) (17, 14) (5, 5) (10, 7) (22, 6) (28, 2) (12, 7) (16, 2) (24, 11) (25, 3) (18, 1) (29, 1) 
them!	(26, 1) 
them?an	(10, 1) 
themaerial	(4, 1) 
themcommon	(24, 1) 
theme	(21, 1) 
themeinstein	(17, 1) 
themes	(23, 1) (2, 1) (21, 2) 
themfor	(28, 1) 
themhan–xiongnu	(24, 1) 
themhistoryearliest	(27, 1) 
themin	(5, 1) 
themlincoln	(21, 1) 
themsearchlights	(27, 1) 
themsee	(3, 1) 
themselves	(27, 1) (24, 1) (13, 2) (28, 2) (19, 3) (23, 2) (6, 1) (17, 3) (8, 1) (21, 1) (5, 1) (20, 4) (14, 1) (12, 2) (25, 1) (26, 9) 
themthus	(24, 1) 
then	(24, 4) (26, 10) (17, 13) (29, 2) (9, 3) (13, 3) (27, 9) (15, 1) (28, 5) (1, 3) (30, 3) (23, 15) (19, 4) (25, 3) (5, 3) (21, 13) (8, 5) (4, 1) (22, 7) (12, 3) (20, 5) (10, 3) (2, 10) 
then-assistant	(8, 1) 
then-welllingdon	(10, 1) 
theodor	(2, 1) 
theodore	(21, 1) 
theodorus	(22, 1) 
theorem	(17, 2) 
theoretical	(17, 9) (22, 1) 
theoretically	(17, 1) 
theoreticians	(2, 1) 
theories	(26, 1) (24, 1) (1, 1) (8, 1) (21, 1) 
theorist	(21, 1) (8, 2) 
theorists	(22, 1) 
theorized	(8, 1) 
theory	(8, 1) (22, 1) (24, 2) (2, 1) (26, 1) (27, 1) (17, 57) 
theoryencouraged	(17, 1) 
theoryin	(17, 1) 
theoryphotons	(17, 1) 
theorys	(17, 1) 
theoryunified	(17, 1) 
theorywhile	(17, 1) 
there	(17, 9) (26, 5) (22, 4) (8, 3) (23, 5) (13, 6) (9, 1) (2, 6) (24, 17) (6, 1) (15, 1) (28, 1) (27, 10) (21, 12) (25, 3) (19, 13) (10, 4) (5, 2) (20, 6) (12, 6) (14, 2) 
thereafter	(23, 1) (22, 1) (2, 3) (7, 1) (21, 1) 
thereafterthe	(17, 1) 
thereby	(21, 1) (19, 1) (25, 1) 
therefore	(17, 2) (26, 1) (13, 2) (19, 1) (21, 1) (2, 1) (27, 2) (12, 2) (20, 2) (4, 1) 
therethe	(19, 1) 
thereto	(25, 1) 
thereupon	(17, 1) 
thermal	(29, 1) (28, 1) 
thermodynamic	(17, 1) 
thermodynamics	(17, 2) 
thermographic	(27, 1) 
